,Date_Time,No,Latitude,Longitude,Altitude,Speed,Cadence,Power
92,2020-09-10 11:22:45,93,53.984591,-1.548197,142.2,9.74,60.0,365.0
93,2020-09-10 11:22:46,94,53.984553000000005,-1.548331,142.6,9.72,60.0,365.0
94,2020-09-10 11:22:47,95,53.984514000000004,-1.548466,142.8,9.71,60.0,379.0
95,2020-09-10 11:22:48,96,53.984474,-1.548606,143.0,9.71,61.0,382.0
96,2020-09-10 11:22:49,97,53.984438,-1.548734,143.2,9.72,61.0,386.0
97,2020-09-10 11:22:50,98,53.9844,-1.548867,143.6,9.74,61.0,371.0
98,2020-09-10 11:22:51,99,53.984359999999995,-1.549004,143.8,9.76,61.0,360.0
99,2020-09-10 11:22:52,100,53.984322999999996,-1.549131,144.0,9.8,61.0,369.0
100,2020-09-10 11:22:53,101,53.984285,-1.549265,144.2,9.9,61.0,374.0
101,2020-09-10 11:22:54,102,53.984246,-1.549404,144.4,9.98,61.0,351.0
102,2020-09-10 11:22:55,103,53.984209,-1.54954,144.6,10.01,61.0,364.0
103,2020-09-10 11:22:56,104,53.984168999999994,-1.549684,144.8,10.02,61.0,370.0
104,2020-09-10 11:22:57,105,53.984131000000005,-1.549819,145.2,10.01,61.0,379.0
105,2020-09-10 11:22:58,106,53.98409100000001,-1.54996,145.6,9.98,60.0,373.0
106,2020-09-10 11:22:59,107,53.984052,-1.5500969999999998,145.8,9.95,60.0,387.0
107,2020-09-10 11:23:00,108,53.984012,-1.550236,146.2,9.92,59.0,381.0
108,2020-09-10 11:23:01,109,53.983975,-1.550368,146.6,9.86,58.0,357.0
109,2020-09-10 11:23:02,110,53.983934999999995,-1.550508,147.0,9.79,58.0,364.0
110,2020-09-10 11:23:03,111,53.983897,-1.550641,147.4,9.72,57.0,348.0
111,2020-09-10 11:23:04,112,53.983858999999995,-1.550775,147.8,9.64,56.0,340.0
112,2020-09-10 11:23:05,113,53.983821999999996,-1.550905,148.0,9.57,59.0,361.0
113,2020-09-10 11:23:06,114,53.98378100000001,-1.551046,148.4,9.49,59.0,340.0
114,2020-09-10 11:23:07,115,53.983743999999994,-1.551176,148.8,9.42,58.0,347.0
115,2020-09-10 11:23:08,116,53.983706999999995,-1.551305,149.2,9.34,58.0,330.0
116,2020-09-10 11:23:09,117,53.983670999999994,-1.551433,149.6,9.26,57.0,334.0
117,2020-09-10 11:23:10,118,53.983636,-1.551556,149.8,9.19,57.0,334.0
118,2020-09-10 11:23:11,119,53.983598,-1.5516860000000001,150.2,9.12,56.0,334.0
119,2020-09-10 11:23:12,120,53.983563000000004,-1.551809,150.6,9.07,56.0,358.0
120,2020-09-10 11:23:13,121,53.983528,-1.551933,151.0,9.05,56.0,373.0
121,2020-09-10 11:23:14,122,53.983493,-1.552057,151.2,9.05,57.0,398.0
122,2020-09-10 11:23:15,123,53.983456000000004,-1.552188,151.6,9.07,57.0,398.0
123,2020-09-10 11:23:16,124,53.983422,-1.552308,152.0,9.08,58.0,401.0
124,2020-09-10 11:23:17,125,53.983385999999996,-1.552432,152.4,9.08,58.0,379.0
125,2020-09-10 11:23:18,126,53.983349,-1.552563,152.8,9.07,58.0,375.0
126,2020-09-10 11:23:19,127,53.983315000000005,-1.552683,153.0,9.04,58.0,366.0
127,2020-09-10 11:23:20,128,53.98328000000001,-1.552806,153.4,9.01,58.0,366.0
128,2020-09-10 11:23:21,129,53.983245,-1.5529309999999998,153.8,8.98,58.0,372.0
129,2020-09-10 11:23:22,130,53.983208999999995,-1.553059,154.2,8.98,58.0,384.0
130,2020-09-10 11:23:23,131,53.983175,-1.5531780000000002,154.4,8.96,58.0,362.0
131,2020-09-10 11:23:24,132,53.98314,-1.553302,154.8,8.94,58.0,371.0
132,2020-09-10 11:23:25,133,53.983104000000004,-1.5534290000000002,155.2,8.92,58.0,365.0
133,2020-09-10 11:23:26,134,53.983070999999995,-1.553547,155.6,8.89,57.0,351.0
134,2020-09-10 11:23:27,135,53.983033999999996,-1.553677,156.0,8.85,57.0,350.0
135,2020-09-10 11:23:28,136,53.983001,-1.553793,156.2,8.82,56.0,356.0
136,2020-09-10 11:23:29,137,53.982965,-1.553917,156.6,8.79,56.0,356.0
137,2020-09-10 11:23:30,138,53.982932999999996,-1.554033,157.0,8.76,56.0,347.0
138,2020-09-10 11:23:31,139,53.982901,-1.554152,157.4,8.72,56.0,343.0
139,2020-09-10 11:23:32,140,53.982868999999994,-1.5542690000000001,157.6,8.7,56.0,355.0
140,2020-09-10 11:23:33,141,53.982834,-1.5544,158.0,8.68,56.0,360.0
141,2020-09-10 11:23:34,142,53.982799,-1.5545149999999999,158.4,8.66,56.0,360.0
142,2020-09-10 11:23:35,143,53.982764,-1.55463,158.8,8.64,56.0,363.0
143,2020-09-10 11:23:36,144,53.982728,-1.554748,159.0,8.65,56.0,394.0
144,2020-09-10 11:23:37,145,53.98269499999999,-1.554864,159.4,8.68,57.0,390.0
145,2020-09-10 11:23:38,146,53.982659999999996,-1.5549899999999999,159.8,8.7,57.0,382.0
146,2020-09-10 11:23:39,147,53.982626,-1.55511,160.2,8.7,57.0,382.0
147,2020-09-10 11:23:40,148,53.98259399999999,-1.5552270000000001,160.6,8.69,57.0,353.0
148,2020-09-10 11:23:41,149,53.98256,-1.555347,160.8,8.64,56.0,343.0
149,2020-09-10 11:23:42,150,53.982526,-1.555468,161.2,8.59,56.0,343.0
150,2020-09-10 11:23:43,151,53.98249200000001,-1.5555889999999999,161.6,8.55,55.0,358.0
151,2020-09-10 11:23:44,152,53.982459,-1.555706,162.0,8.53,55.0,358.0
152,2020-09-10 11:23:45,153,53.982425,-1.5558239999999999,162.4,8.51,55.0,360.0
153,2020-09-10 11:23:46,154,53.982392000000004,-1.5559399999999999,162.8,8.49,55.0,360.0
154,2020-09-10 11:23:47,155,53.982358999999995,-1.556055,163.0,8.47,55.0,360.0
155,2020-09-10 11:23:48,156,53.982325,-1.556173,163.4,8.45,55.0,363.0
156,2020-09-10 11:23:49,157,53.982292,-1.556289,163.8,8.44,55.0,377.0
157,2020-09-10 11:23:50,158,53.982257999999995,-1.55641,164.2,8.43,55.0,363.0
158,2020-09-10 11:23:51,159,53.982226000000004,-1.5565209999999998,164.6,8.4,55.0,356.0
159,2020-09-10 11:23:52,160,53.982193,-1.5566360000000001,165.0,8.38,55.0,366.0
160,2020-09-10 11:23:53,161,53.98216,-1.5567520000000001,165.2,8.36,55.0,366.0
161,2020-09-10 11:23:54,162,53.982127,-1.556867,165.6,8.36,55.0,387.0
162,2020-09-10 11:23:55,163,53.982094,-1.5569819999999999,166.0,8.4,56.0,418.0
163,2020-09-10 11:23:56,164,53.982061,-1.557097,166.4,8.45,56.0,408.0
164,2020-09-10 11:23:57,165,53.982028,-1.557215,166.8,8.47,57.0,404.0
165,2020-09-10 11:23:58,166,53.981995,-1.557336,167.2,8.45,57.0,404.0
166,2020-09-10 11:23:59,167,53.981965,-1.5574459999999999,167.6,8.41,57.0,385.0
167,2020-09-10 11:24:00,168,53.981929,-1.557564,168.0,8.33,56.0,354.0
168,2020-09-10 11:24:01,169,53.981894,-1.5576729999999999,168.4,8.27,56.0,385.0
169,2020-09-10 11:24:02,170,53.981861,-1.557785,168.8,8.22,56.0,375.0
170,2020-09-10 11:24:03,171,53.981828,-1.557901,169.2,8.17,56.0,375.0
171,2020-09-10 11:24:04,172,53.981795999999996,-1.5580129999999999,169.6,8.1,55.0,358.0
172,2020-09-10 11:24:05,173,53.981765,-1.558125,170.0,8.04,55.0,358.0
173,2020-09-10 11:24:06,174,53.981733,-1.558239,170.2,7.98,54.0,361.0
174,2020-09-10 11:24:07,175,53.981702,-1.558349,170.6,7.93,54.0,368.0
175,2020-09-10 11:24:08,176,53.981671,-1.558457,171.0,7.9,54.0,368.0
176,2020-09-10 11:24:09,177,53.981639,-1.558566,171.4,7.87,54.0,374.0
177,2020-09-10 11:24:10,178,53.981606000000006,-1.558681,171.8,7.84,54.0,365.0
178,2020-09-10 11:24:11,179,53.981575,-1.5587879999999998,172.2,7.81,54.0,375.0
179,2020-09-10 11:24:12,180,53.98154399999999,-1.5588950000000001,172.6,7.8,54.0,375.0
180,2020-09-10 11:24:13,181,53.981513,-1.559002,173.0,7.82,54.0,410.0
181,2020-09-10 11:24:14,182,53.98148199999999,-1.55911,173.2,7.85,55.0,397.0
182,2020-09-10 11:24:15,183,53.981451,-1.559217,173.6,7.84,55.0,379.0
183,2020-09-10 11:24:16,184,53.98141999999999,-1.559325,174.0,7.81,55.0,358.0
184,2020-09-10 11:24:17,185,53.981389,-1.559432,174.4,7.77,55.0,358.0
185,2020-09-10 11:24:18,186,53.98135799999999,-1.5595379999999999,174.8,7.74,54.0,367.0
186,2020-09-10 11:24:19,187,53.981328000000005,-1.5596450000000002,175.2,7.74,54.0,381.0
187,2020-09-10 11:24:20,188,53.981297,-1.559751,175.4,7.75,54.0,381.0
188,2020-09-10 11:24:21,189,53.981265,-1.5598610000000002,175.8,7.73,55.0,356.0
189,2020-09-10 11:24:22,190,53.98123399999999,-1.559967,176.2,7.7,55.0,356.0
190,2020-09-10 11:24:23,191,53.981204000000005,-1.560073,176.6,7.69,54.0,372.0
191,2020-09-10 11:24:24,192,53.981173,-1.560178,177.0,7.68,54.0,372.0
192,2020-09-10 11:24:25,193,53.981143,-1.560283,177.4,7.64,54.0,348.0
193,2020-09-10 11:24:26,194,53.981111,-1.560395,177.8,7.64,53.0,389.0
194,2020-09-10 11:24:27,195,53.981080000000006,-1.560499,178.2,7.67,54.0,405.0
195,2020-09-10 11:24:28,196,53.981049,-1.560604,178.4,7.69,54.0,401.0
196,2020-09-10 11:24:29,197,53.981018000000006,-1.5607090000000001,178.8,7.66,54.0,362.0
197,2020-09-10 11:24:30,198,53.980987,-1.560813,179.2,7.59,53.0,340.0
198,2020-09-10 11:24:31,199,53.980956000000006,-1.560916,179.6,7.55,53.0,340.0
199,2020-09-10 11:24:32,200,53.980926000000004,-1.56102,180.0,7.55,53.0,348.0
200,2020-09-10 11:24:33,201,53.980897,-1.561124,180.2,7.55,53.0,336.0
201,2020-09-10 11:24:34,202,53.98086800000001,-1.561229,180.6,7.6,53.0,374.0
202,2020-09-10 11:24:35,203,53.980837,-1.56134,181.0,7.56,54.0,353.0
203,2020-09-10 11:24:36,204,53.980807999999996,-1.5614430000000001,181.4,7.47,53.0,357.0
204,2020-09-10 11:24:37,205,53.980778,-1.5615450000000002,181.8,7.42,52.0,360.0
205,2020-09-10 11:24:38,206,53.980748999999996,-1.561647,182.0,7.46,52.0,332.0
206,2020-09-10 11:24:39,207,53.980723,-1.561754,182.2,7.62,52.0,332.0
207,2020-09-10 11:24:40,208,53.980699,-1.561865,182.4,7.86,52.0,339.0
208,2020-09-10 11:24:41,209,53.980674,-1.561984,182.4,8.12,54.0,319.0
209,2020-09-10 11:24:42,210,53.980651,-1.5621040000000002,182.4,8.36,57.0,298.0
210,2020-09-10 11:24:43,211,53.980627,-1.5622260000000001,182.4,8.56,60.0,271.0
211,2020-09-10 11:24:44,212,53.980603,-1.562352,182.4,8.76,61.0,293.0
212,2020-09-10 11:24:45,213,53.980578,-1.56249,182.4,8.95,61.0,293.0
213,2020-09-10 11:24:46,214,53.980554000000005,-1.562622,182.6,9.18,63.0,338.0
214,2020-09-10 11:24:47,215,53.98053,-1.562758,182.6,9.33,65.0,297.0
215,2020-09-10 11:24:48,216,53.980506000000005,-1.562892,182.6,9.51,66.0,324.0
216,2020-09-10 11:24:49,217,53.98048000000001,-1.563035,182.6,9.68,67.0,317.0
217,2020-09-10 11:24:50,218,53.980455000000006,-1.563179,182.6,9.86,68.0,342.0
218,2020-09-10 11:24:51,219,53.980428,-1.563331,182.6,10.02,69.0,316.0
219,2020-09-10 11:24:52,220,53.98040400000001,-1.563473,182.6,10.18,70.0,331.0
220,2020-09-10 11:24:53,221,53.980377000000004,-1.563623,182.6,10.34,70.0,328.0
221,2020-09-10 11:24:54,222,53.980351,-1.563776,182.6,10.56,72.0,381.0
222,2020-09-10 11:24:55,223,53.980321999999994,-1.563939,182.6,10.82,74.0,401.0
223,2020-09-10 11:24:56,224,53.980293999999994,-1.564098,182.4,11.06,74.0,401.0
224,2020-09-10 11:24:57,225,53.980265,-1.56427,182.4,11.34,78.0,397.0
225,2020-09-10 11:24:58,226,53.980237,-1.5644280000000002,182.2,11.57,78.0,397.0
226,2020-09-10 11:24:59,227,53.98020699999999,-1.564599,182.0,11.77,79.0,345.0
227,2020-09-10 11:25:00,228,53.980177000000005,-1.564773,181.8,11.97,79.0,324.0
228,2020-09-10 11:25:01,229,53.980146,-1.564949,181.4,12.17,79.0,304.0
229,2020-09-10 11:25:02,230,53.980113,-1.565132,181.0,12.31,79.0,191.0
230,2020-09-10 11:25:03,231,53.98008000000001,-1.5653110000000001,180.6,12.41,77.0,89.0
231,2020-09-10 11:25:04,232,53.980043,-1.565493,180.0,12.65,75.0,72.0
232,2020-09-10 11:25:05,233,53.980005000000006,-1.5656809999999999,179.2,13.19,76.0,317.0
233,2020-09-10 11:25:06,234,53.979966000000005,-1.565884,178.4,13.8,76.0,317.0
234,2020-09-10 11:25:07,235,53.97993100000001,-1.566074,177.4,14.48,82.0,411.0
235,2020-09-10 11:25:08,236,53.979888,-1.56629,176.2,15.31,87.0,426.0
236,2020-09-10 11:25:09,237,53.97984,-1.566527,174.8,16.16,90.0,452.0
237,2020-09-10 11:25:10,238,53.97979300000001,-1.566755,173.4,16.84,93.0,377.0
238,2020-09-10 11:25:11,239,53.979743000000006,-1.566998,171.8,17.5,93.0,377.0
239,2020-09-10 11:25:12,240,53.97969200000001,-1.5672629999999999,170.2,17.96,94.0,152.0
240,2020-09-10 11:25:13,241,53.979639,-1.567517,168.6,18.3,83.0,48.0
241,2020-09-10 11:25:14,242,53.979588,-1.56778,167.2,18.54,82.0,46.0
242,2020-09-10 11:25:15,243,53.979535999999996,-1.568059,165.8,18.7,85.0,55.0
243,2020-09-10 11:25:16,244,53.979487,-1.568327,164.6,18.87,85.0,48.0
244,2020-09-10 11:25:17,245,53.979437,-1.568591,163.2,19.09,85.0,48.0
245,2020-09-10 11:25:18,246,53.979383999999996,-1.56887,162.0,19.35,83.0,73.0
246,2020-09-10 11:25:19,247,53.979326,-1.5691620000000002,160.4,19.61,83.0,72.0
247,2020-09-10 11:25:20,248,53.979275,-1.5694379999999999,159.2,19.84,83.0,72.0
248,2020-09-10 11:25:21,249,53.979222,-1.569728,157.8,20.07,82.0,93.0
249,2020-09-10 11:25:22,250,53.979170999999994,-1.570022,156.4,20.26,81.0,89.0
250,2020-09-10 11:25:23,251,53.979119999999995,-1.570318,155.0,20.27,81.0,89.0
251,2020-09-10 11:25:24,252,53.979065000000006,-1.5706120000000001,153.8,20.31,81.0,117.0
252,2020-09-10 11:25:25,253,53.97900500000001,-1.570902,152.6,20.2,80.0,109.0
253,2020-09-10 11:25:26,254,53.978951,-1.571205,151.4,20.07,79.0,111.0
254,2020-09-10 11:25:27,255,53.9789,-1.571498,150.4,19.93,78.0,140.0
255,2020-09-10 11:25:28,256,53.978848,-1.5717809999999999,149.8,19.73,78.0,140.0
256,2020-09-10 11:25:29,257,53.978795,-1.572066,149.8,19.27,77.0,166.0
257,2020-09-10 11:25:30,258,53.978742000000004,-1.57234,150.8,18.32,77.0,166.0
258,2020-09-10 11:25:31,259,53.978691000000005,-1.5726040000000001,152.0,17.44,66.0,395.0
259,2020-09-10 11:25:32,260,53.978643999999996,-1.572851,152.8,16.83,65.0,382.0
260,2020-09-10 11:25:33,261,53.978598,-1.573093,153.4,16.32,64.0,396.0
261,2020-09-10 11:25:34,262,53.978554,-1.5733270000000001,154.2,15.84,63.0,413.0
262,2020-09-10 11:25:35,263,53.978514000000004,-1.57355,155.0,15.38,62.0,414.0
263,2020-09-10 11:25:36,264,53.978473,-1.573768,155.6,14.94,61.0,404.0
264,2020-09-10 11:25:37,265,53.978429000000006,-1.573991,156.4,14.5,60.0,387.0
265,2020-09-10 11:25:38,266,53.978388,-1.574202,157.0,14.12,60.0,404.0
266,2020-09-10 11:25:39,267,53.978356000000005,-1.574394,157.6,13.82,62.0,415.0
267,2020-09-10 11:25:40,268,53.978318,-1.574594,158.2,13.56,64.0,397.0
268,2020-09-10 11:25:41,269,53.978280000000005,-1.57479,158.6,13.34,64.0,354.0
269,2020-09-10 11:25:42,270,53.978241000000004,-1.5749879999999998,159.0,13.12,64.0,352.0
270,2020-09-10 11:25:43,271,53.978204000000005,-1.575178,159.4,12.95,64.0,349.0
271,2020-09-10 11:25:44,272,53.97817,-1.5753700000000002,159.8,12.8,64.0,349.0
272,2020-09-10 11:25:45,273,53.978137,-1.5755549999999998,160.0,12.69,65.0,362.0
273,2020-09-10 11:25:46,274,53.978101,-1.575736,160.4,12.59,66.0,337.0
274,2020-09-10 11:25:47,275,53.978065,-1.575912,160.6,12.48,67.0,353.0
275,2020-09-10 11:25:48,276,53.978028,-1.576094,160.8,12.41,67.0,349.0
276,2020-09-10 11:25:49,277,53.977993999999995,-1.5762690000000001,161.2,12.34,67.0,349.0
277,2020-09-10 11:25:50,278,53.977959999999996,-1.576454,161.4,12.19,68.0,368.0
278,2020-09-10 11:25:51,279,53.977931000000005,-1.576625,161.6,12.04,69.0,383.0
279,2020-09-10 11:25:52,280,53.9779,-1.5768,161.8,11.92,71.0,409.0
280,2020-09-10 11:25:53,281,53.97786899999999,-1.57697,162.0,11.84,72.0,413.0
281,2020-09-10 11:25:54,282,53.977835999999996,-1.577149,162.2,11.8,72.0,413.0
282,2020-09-10 11:25:55,283,53.977801,-1.5773139999999999,162.4,11.83,73.0,413.0
283,2020-09-10 11:25:56,284,53.97776700000001,-1.577489,162.6,11.78,74.0,407.0
284,2020-09-10 11:25:57,285,53.977734999999996,-1.5776540000000001,162.8,11.71,74.0,384.0
285,2020-09-10 11:25:58,286,53.977702,-1.577827,163.0,11.64,70.0,416.0
286,2020-09-10 11:25:59,287,53.977670999999994,-1.5779889999999999,163.2,11.61,70.0,416.0
287,2020-09-10 11:26:00,288,53.977639,-1.578162,163.4,11.56,70.0,338.0
288,2020-09-10 11:26:01,289,53.977608,-1.578325,163.6,11.45,70.0,354.0
289,2020-09-10 11:26:02,290,53.977577000000004,-1.578489,163.8,11.37,69.0,359.0
290,2020-09-10 11:26:03,291,53.97754499999999,-1.578657,164.0,11.31,69.0,368.0
291,2020-09-10 11:26:04,292,53.977515000000004,-1.578818,164.2,11.27,69.0,368.0
292,2020-09-10 11:26:05,293,53.97748299999999,-1.578984,164.4,11.23,69.0,337.0
293,2020-09-10 11:26:06,294,53.97745,-1.579151,164.4,11.19,69.0,351.0
294,2020-09-10 11:26:07,295,53.977419,-1.579313,164.6,11.18,69.0,340.0
295,2020-09-10 11:26:08,296,53.977387,-1.579472,164.6,11.17,70.0,370.0
296,2020-09-10 11:26:09,297,53.977353,-1.579647,164.8,11.2,70.0,370.0
297,2020-09-10 11:26:10,298,53.977320999999996,-1.579807,164.8,11.23,71.0,368.0
298,2020-09-10 11:26:11,299,53.97729,-1.579966,165.0,11.26,72.0,376.0
299,2020-09-10 11:26:12,300,53.977258,-1.5801290000000001,165.0,11.3,73.0,424.0
300,2020-09-10 11:26:13,301,53.977226,-1.5802969999999998,165.2,11.38,74.0,462.0
